,wilayah,strata,perguruanTinggi,kotaKab,prodi,noSK,tahunSK,peringkat,tanggalKadaluarsa,status
1778,07 ,S1 ,Universitas Islam Majapahit,Mojokerto,Teknik Industri ,056 ,2012 ,C ,23-02-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 22-12-2016 
1779,07 ,S1 ,Universitas Pembangunan Nasional Veteran Jawa Timur,Surabaya,Ilmu Administrasi Bisnis ,022 ,2011 ,A ,20-05-2016 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 20-11-2015 
1780,03 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara,Jakarta,Manajemen ,058 ,2012 ,B ,16-03-2017 ,36 hari lagi kadaluarsa 
1781,03 ,S1 ,Universitas Mpu Tantular,Jakarta,Ilmu Hukum ,058 ,2012 ,B ,16-03-2017 ,36 hari lagi kadaluarsa 
1782,07 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Dharma Iswara,Madiun,Manajemen ,058 ,2012 ,C ,16-03-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 14-12-2016 
1783,01 ,S1 ,Sekolah Tinggi Agama Islam Sumatera,Medan,Pendidikan Agama Islam ,055 ,2012 ,B ,17-02-2017 ,9 hari lagi kadaluarsa 
1784,02 ,S1 ,Sekolah Tinggi Ilmu Keguruan dan Ilmu Pendidikan Sera,Sumatera,Pendidikan Bahasa dan Sastra Indonesia ,055 ,2012 ,C ,17-02-2017 ,9 hari lagi kadaluarsa 
1785,07 ,S1 ,Sekolah Tinggi Islam Al Karimiyyah,Sumenep,Kependidikan Islam ,055 ,2012 ,C ,17-02-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 18-01-2017 
1786,07 ,S1 ,Universitas Bhayangkara,Surabaya,Ilmu Komunikasi ,055 ,2012 ,B ,17-02-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 30-12-2016 
1787,04 ,S3 ,Universitas Pasundan,Bandung,Ilmu Manajemen ,027 ,2012 ,B ,30-03-2017 ,50 hari lagi kadaluarsa 
1788,09 ,S3 ,Universitas Muslim Indonesia,Makassar,Ilmu Manajemen ,027 ,2012 ,B ,30-03-2017 ,50 hari lagi kadaluarsa 
1789,09 ,S3 ,Universitas Muslim Indonesia,Makassar,Ilmu Hukum ,027 ,2012 ,B ,30-03-2017 ,50 hari lagi kadaluarsa 
1790,01 ,D3,Akademi Kebidanan Agatha,Pematang,Kebidanan ,021 ,2011 ,C ,04-11-2016 ,Kadaluarsa 
1791,01 ,D3,Akademi Kebidanan Namira Kotanopan,Mandailing,Kebidanan ,021 ,2011 ,C ,04-11-2016 ,Kadaluarsa 
1792,04 ,D3,Politeknik Negeri Jakarta,Depok,Alat Berat ,021 ,2011 ,B ,04-11-2016 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 27-12-2016 
1793,04 ,D3,Politeknik LP3I Bandung,Bandung,Hubungan Masyarakat ,021 ,2011 ,B ,04-11-2016 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 01-12-2016 
1794,07 ,D3,Sekolah Tinggi Ilmu Kesehatan Insan Unggul Surabaya,Sidoarjo,Kebidanan ,021 ,2011 ,C ,04-11-2016 ,Kadaluarsa 
1795,08 ,D3,Sekolah Tinggi Ilmu Kesehatan Yahya Bima,Bima,Kebidanan ,021 ,2011 ,C ,04-11-2016 ,Kadaluarsa 
1796,09 ,D3,Akademi Kebidanan Prima Sengkang,Wajo,Kebidanan ,021 ,2011 ,C ,04-11-2016 ,Kadaluarsa 
1797,12 ,D3,Politeknik Sains dan Teknologi Wiratama Maluku Utara,Ternate,Teknik Komputer ,021 ,2011 ,C ,04-11-2016 ,Kadaluarsa 
1798,12 ,D3,Politeknik Sains dan Teknologi Wiratama Maluku Utara,Ternate,Manajemen Informatika ,021 ,2011 ,C ,04-11-2016 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 30-12-2016 
1799,04 ,D3,Universitas Komputer Indonesia,Bandung,Akuntansi ,005 ,2012 ,A ,27-01-2017 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 16-11-2016 
1800,04 ,D3,Akademi Kebidanan Pelita Ilmu,Depok,Kebidanan ,004 ,2011 ,B ,08-12-2016 ,Kadaluarsa 
1801,11 ,S1 ,Sekolah Tinggi Ilmu Administrasi Bina Banua Banjarmasin,Banjarmasin,Ilmu Administrasi Niaga ,001 ,2012 ,B ,13-04-2017 ,64 hari lagi kadaluarsa 
1802,01 ,S1 ,Sekolah Tinggi Theologi HKBP,Siantar,Teologi/Kependetaan ,001 ,2012 ,B ,13-04-2017 ,64 hari lagi kadaluarsa 
1803,01 ,S1 ,Universitas HKBP Nommensen,Medan,Ilmu Administrasi Niaga ,001 ,2012 ,B ,13-04-2017 ,64 hari lagi kadaluarsa 
1804,03 ,S1 ,Universitas Indonesia,Jakarta,Ilmu Filsafat ,001 ,2012 ,A ,13-04-2017 ,64 hari lagi kadaluarsa 
1805,03 ,S1 ,Universitas Islam Negeri Syarif Hidayatullah Jakarta,Jakarta,Tafsir Hadist ,001 ,2012 ,A ,13-04-2017 ,64 hari lagi kadaluarsa 
1806,03 ,S1 ,Universitas Kristen Krida Wacana,Jakarta,Teknik Elektro ,001 ,2012 ,C ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 28-12-2016 
1807,04 ,S1 ,Universitas Bale Bandung,Bandung,Ilmu Pemerintahan ,001 ,2012 ,C ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 26-01-2017 
1808,04 ,S1 ,Universitas Bale Bandung,Bandung,Pendidikan Bahasa Inggris ,001 ,2012 ,C ,13-04-2017 ,64 hari lagi kadaluarsa 
1809,04 ,S1 ,Universitas Garut,Garut,Akuntansi ,001 ,2012 ,B ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 12-01-2017 
1810,04 ,S1 ,Universitas Majalengka,Majalengka,Pendidikan Agama Islam ,001 ,2012 ,B ,14-03-2017 ,34 hari lagi kadaluarsa 
1811,04 ,S1 ,Universitas Pendidikan Indonesia,Bandung,Kimia ,001 ,2012 ,A ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 30-11-2016 
1812,06 ,S1 ,Sekolah Tinggi Bahasa Asing Satya Wacana,Salatiga,Sastra Inggris ,001 ,2012 ,C ,13-04-2017 ,64 hari lagi kadaluarsa 
1813,06 ,S1 ,Universitas Islam Sultan Agung,Semarang,Manajemen ,001 ,2012 ,A ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 30-01-2017 
1814,07 ,S1 ,Universitas Kanjuruhan,Malang,Pendidikan Bahasa Inggris ,001 ,2012 ,B ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 25-10-2016 
1815,07 ,S1 ,Universitas Pelita Harapan,Surabaya,Teknik Industri ,001 ,2012 ,C ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 24-10-2016 
1816,07 ,S1 ,Universitas Pelita Harapan Surabaya,Surabaya,Ilmu Hukum ,001 ,2012 ,B ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 27-10-2016 
1817,07 ,S1 ,Universitas Wijaya Kusuma Surabaya,Surabaya,Pendidikan Dokter Hewan ,001 ,2012 ,C ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 07-06-2016 
1818,09 ,S1 ,Universitas Gorontalo,Gorontalo,Manajemen ,001 ,2012 ,B ,13-04-2017 ,64 hari lagi kadaluarsa 
1819,09 ,S1 ,Universitas Indonesia Timur,Makassar,Ilmu Komunikasi ,001 ,2012 ,C ,13-04-2017 ,64 hari lagi kadaluarsa 
1820,09 ,S1 ,Universitas Muslim Indonesia,Makassar,Teknik Sipil ,001 ,2012 ,B ,13-04-2017 ,64 hari lagi kadaluarsa 
1821,11 ,S1 ,Sekolah Tinggi Pertanian Panca Bhakti,Pontianak,Agroteknologi ,001 ,2012 ,C ,13-04-2017 ,64 hari lagi kadaluarsa 
1822,14 ,S1 ,Universitas Victory Sorong,Sorong,Pendidikan Bahasa Inggris ,001 ,2012 ,C ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 12-10-2016 
1823,14 ,S1 ,Universitas Sains dan Teknologi Jayapura,Jayapura,Arsitektur ,001 ,2012 ,C ,13-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 29-11-2016 
1824,14 ,S1 ,Sekolah Tinggi Agama Islam Al-Mahdi FakFak,Papua,Pendidikan Agama Islam ,001 ,2012 ,C ,13-04-2017 ,64 hari lagi kadaluarsa 
1825,04 ,D4,Politeknik Negeri Bandung,Bandung,Teknik Perawatan dan Perbaikan Gedung ,001 ,2012 ,B ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 25-11-2016 
1826,04 ,S1 ,Universitas Pendidikan Indonesia,Bandung,Biologi ,003 ,2012 ,A ,18-04-2017 ,69 hari lagi kadaluarsa 
1827,01 ,S1 ,Institut Keguruan dan Ilmu Pendidikan GunungSitoli,Nias,Pendidikan Bahasa Inggris ,003 ,2012 ,C ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 26-10-2016 
1828,01 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Professional Manajemen College Indonesia,Medan,Akuntansi ,003 ,2012 ,C ,18-04-2017 ,69 hari lagi kadaluarsa 
1829,13 ,S1 ,Sekolah Tinggi Ilmu Pertanian Yashafa,Aceh,Agribisnis ,003 ,2012 ,C ,18-04-2017 ,69 hari lagi kadaluarsa 
1830,01 ,S1 ,Universitas Darma Agung,Medan,Ilmu Pemerintahan ,003 ,2012 ,B ,18-04-2017 ,69 hari lagi kadaluarsa 
1831,02 ,S1 ,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Candradimuka,Palembang,Ilmu Komunikasi ,003 ,2012 ,B ,18-04-2017 ,69 hari lagi kadaluarsa 
1832,02 ,S1 ,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik (STISIPOL) Dharma Wacana Metro,Metro,Ilmu Administrasi Negara ,003 ,2012 ,B ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 09-01-2017 
1833,02 ,S1 ,Universitas Muhammadiyah Bengkulu,Bengkulu,Ilmu Komunikasi ,003 ,2012 ,C ,18-04-2017 ,69 hari lagi kadaluarsa 
1834,03 ,S1 ,Universitas Persada Indonesia YAI,Jakarta,Akuntansi ,003 ,2012 ,A ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 17-10-2016 
1835,04 ,S1 ,Universitas Pamulang,Tangerang,Matematika ,003 ,2012 ,C ,18-04-2017 ,69 hari lagi kadaluarsa 
1836,06 ,S1 ,Sekolah Tinggi Ilmu Syariah Kebumen,Kebumen,Ahwal Al-Syakhshiyah ,003 ,2012 ,C ,18-04-2017 ,69 hari lagi kadaluarsa 
1837,06 ,S1 ,Universitas Muhammadiyah Purwokerto,Banyumas,Akuntansi ,003 ,2012 ,B ,18-04-2017 ,69 hari lagi kadaluarsa 
1838,07 ,S1 ,Institut Teknologi Sepuluh Nopember,Surabaya,Teknik Elektro ,003 ,2012 ,A ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 22-12-2016 
1839,07 ,S1 ,Sekolah Tinggi Ilmu Tarbiyah Muhammadiyah Paciran,Lamongan,Pendidikan Agama Islam ,003 ,2012 ,C ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 19-01-2017 
1840,07 ,S1 ,Universitas Dr. Soetomo,Surabaya,Teknologi Pangan ,003 ,2012 ,B ,18-04-2017 ,69 hari lagi kadaluarsa 
1841,07 ,S1 ,Universitas Islam Negeri Maulana Malik Ibrahim Malang,Malang,Teknik Arsitektur ,003 ,2012 ,B ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 10-11-2016 
1842,14 ,S1 ,Universitas Al Amin Muhammadiyah Sorong,Sorong,Manajemen Hutan ,003 ,2012 ,C ,18-04-2017 ,69 hari lagi kadaluarsa 
1843,14 ,S1 ,Sekolah Tinggi Agama Islam Al-Mahdi FakFak,Papua,Jinayah Siyasah ,003 ,2012 ,C ,18-04-2017 ,69 hari lagi kadaluarsa 
1844,11 ,S1 ,Universitas Lambung Mangkurat,Banjarmasin,"Pendidikan Jasmani, Kesehatan dan Rekreasi ",003 ,2012 ,B ,18-04-2017 ,69 hari lagi kadaluarsa 
1845,11 ,S1 ,Universitas Lambung Mangkurat,Banjarmasin,Pendidikan Guru Sekolah Dasar ,003 ,2012 ,B ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 06-02-2017 
1846,11 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Nasional Samarinda,Samarinda,Manajemen ,003 ,2012 ,C ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 03-11-2016 
1847,11 ,S1 ,Sekolah Tinggi Agama Islam Negeri Samarinda,Samarinda,Muamalah ,003 ,2012 ,B ,18-04-2017 ,69 hari lagi kadaluarsa 
1848,10 ,S1 ,Universitas Batanghari,Jambi,Manajemen ,003 ,2012 ,B ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 05-10-2016 
1849,09 ,S1 ,Universitas Negeri Makassar,Makassar,Pendidikan Luar Biasa ,003 ,2012 ,B ,18-04-2017 ,69 hari lagi kadaluarsa 
1850,09 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Widya Dharma,Kotamobagu,Akuntansi ,003 ,2012 ,C ,18-04-2017 ,69 hari lagi kadaluarsa 
1851,08 ,S1 ,Sekolah Tinggi Ilmu Ekonomi 45 Mataram,Mataram,Manajemen ,003 ,2012 ,C ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 21-12-2016 
1852,08 ,S1 ,Institut Agama Islam Qamarul Huda,Lombok,Pendidikan Bahasa Arab ,003 ,2012 ,C ,18-04-2017 ,69 hari lagi kadaluarsa 
1853,07 ,S1 ,Universitas Kanjuruhan,Malang,Ilmu Hukum ,003 ,2012 ,B ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 29-11-2016 
1854,07 ,S1 ,Universitas Pelita Harapan,Surabaya,Sistem Informasi ,003 ,2012 ,C ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 31-10-2016 
1855,07 ,S1 ,Institut Keguruan dan Ilmu Pendidikan PGRI Banyuwangi,Banyuwangi,"Pendidikan Jasmani, Kesehatan dan Rekreasi ",003 ,2012 ,B ,18-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 29-12-2016 
1856,01 ,D3,Akademi Kebidanan Helvetia Medan,Medan,Kebidanan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1857,02 ,D3,Politeknik Raflesia,Curup,Teknik Elektronika ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1858,02 ,D3,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Pringsewu,Tenggamus,Keperawatan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1859,02 ,D3,Sekolah Tinggi Ilmu Kesehatan Mitra Adiguna,Kalidoni,Keperawatan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1860,02 ,D3,Sekolah Tinggi Ilmu Kesehatan Masyarakat Abdi Nusa,Sumatera,Manajemen Pelayanan Rumah Sakit ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1861,02 ,D3,Universitas Lampung,Bandar,Manajemen Informatika ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1862,04 ,D3,Universitas Gunadarma,Depok,Teknik Komputer ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,A ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 22-11-2016 
1863,03 ,D3,Akademi Keperawatan Bina Insan Jakarta,Jakarta,Keperawatan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1864,04 ,D3,Politeknik Kent Bogor,Bogor,Komputerisasi Akuntansi ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1865,04 ,D3,Universitas Komputer Indonesia,Bandung,Keuangan dan Perbankan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,A ,27-04-2017 ,78 hari lagi kadaluarsa 
1866,05 ,D3,Sekolah Tinggi Ilmu Administrasi AAN,Yogyakarta,Administrasi Negara ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,B ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 30-12-2016 
1867,06 ,D3,Akademi Kebidanan Siti Fatimah,Tegal,Kebidanan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1868,06 ,D3,Politeknik Pratama Mulia Surakarta,Surakarta,Teknik Elektronika ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1869,06 ,D3,Sekolah Tinggi Ilmu Administrasi Asuh Mitra Solo,Surakarta,Manajemen Perkantoran ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1870,06 ,D3,Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa (AUB) Surakarta,Surakarta,Akuntansi ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1871,06 ,D3,Sekolah Tinggi Ilmu Ekonomi Satria Purwokerto,Banyumas,Akuntansi ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1872,06 ,D3,Sekolah Tinggi Ilmu Kesehatan Al Irsyad Al Islammiyah,Cilacap,Fisioterapi ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1873,06 ,D3,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Klaten,Klaten,Kebidanan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1874,06 ,D3,Universitas Diponegoro,Semarang,Administrasi Perkantoran ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1875,06 ,D3,Universitas Sebelas Maret,Surakarta,Manajemen Pemasaran ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,A ,27-04-2017 ,78 hari lagi kadaluarsa 
1876,07 ,D3,Akademi Kebidanan Sukawati Lawang,Malang,Kebidanan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1877,07 ,D3,Politeknik Kediri,Kediri,Akuntansi ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1878,07 ,D3,Politeknik Kesehatan Majapahit,Mojokerto,Kebidanan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1879,07 ,D3,Politeknik Kota Malang,Malang,Teknik Mekatronika ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 28-12-2016 
1880,08 ,D3,Akademi Manajemen Informatika dan Komputer New Media,Denpasar,Teknik Informatika ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 01-02-2017 
1881,08 ,D3,Akademi Manajemen Informatika dan Komputer New Media,Denpasar,Manajemen Informatika ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 01-02-2017 
1882,09 ,D3,Akademi Kebidanan Nusantara Jaya Makassar,Sulawesi,Kebidanan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1883,09 ,D3,Universitas Negeri Makassar,Makassar,Teknik Sipil Bangunan Gedung ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1884,09 ,D3,Universitas Negeri Makassar,Makassar,Teknik Elektronika ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1885,10 ,D3,Akademi Keuangan dan Perbankan Padang,Padang,Keuangan dan Perbankan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 27-01-2017 
1886,10 ,D3,Sekolah Tinggi Ilmu Kesehatan Hang Tuah,Tanjung,Keperawatan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1887,10 ,D3,Sekolah Tinggi Ilmu Kesehatan Payung Negeri,Pekanbaru,Keperawatan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1888,10 ,D3,Universitas Islam Riau,Pekanbaru,Sekretari ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 16-01-2017 
1889,11 ,D3,Akademi Kebidanan Muhammadiyah Kotim,Kotawaringin,Kebidanan ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1890,11 ,D3,Politeknik Terpikat Sambas,Selakau,Teknik Mesin ,001/BAN-PT/Ak-XII/Dpl-III/IV/2012 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 30-09-2016 
1891,13 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Getsempena Lhoksukon,Aceh,Ilmu Keperawatan ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1892,01 ,S1 ,Universitas Quality,Medan,Teknik Sipil ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 31-10-2016 
1893,03 ,S1 ,Sekolah Tinggi Ilmu Administrasi YAPPANN Jakarta,Jakarta,Ilmu Administrasi Negara ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1894,03 ,S1 ,Sekolah Tinggi Theologi IKAT,Jakarta,Pendidikan Agama Kristen ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 22-06-2016 
1895,03 ,S1 ,Universitas Bunda Mulia,Jakarta,Akuntansi ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1896,03 ,S1 ,Universitas Bunda Mulia,Jakarta,Teknik Informatika ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1897,03 ,S1 ,Universitas Mercu Buana,Jakarta,Manajemen ,004 ,2012 ,A ,27-04-2017 ,78 hari lagi kadaluarsa 
1898,04 ,S1 ,Universitas Djuanda,Bogor,Akuntansi ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1899,04 ,S1 ,Universitas Padjadjaran,Bandung,Sastra Indonesia ,004 ,2012 ,B ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 17-11-2016 
1900,06 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Satria Purwokerto,Banyumas,Manajemen ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1901,06 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Kendal,Kendal,Kesehatan Masyarakat ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1902,06 ,S1 ,Universitas Muhammadiyah Purwokerto,Banyumas,Agroteknologi ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1903,07 ,S1 ,Institut Keislaman Abudullah Faqih Manyar Gresik,Gresik,Ahwal Al-Syakhshiyah ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 10-01-2017 
1904,07 ,S1 ,Institut Keislaman Abudullah Faqih Manyar Gresik,Gresik,Komunikasi dan Penyiaran Islam ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1905,07 ,S1 ,Institut Keislaman Abudullah Faqih Manyar Gresik,Gresik,Muamalah ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 10-01-2017 
1906,07 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Fatahillah,Surabaya,Manajemen ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1907,07 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Bahrul Ulum Jombang,Jombang,Ilmu Keperawatan ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1908,07 ,S1 ,Sekolah Tinggi Islam Al Karimiyyah,Sumenep,Teknik Bahasa Arab ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 18-01-2017 
1909,07 ,S1 ,Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Bangkalan,Bangkalan,Pendidikan Bahasa Inggris ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 07-11-2016 
1910,09 ,D2,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Petta Baringeng Soppeng,Soppeng,Perpustakaan ,001 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
1911,07 ,S1 ,Sekolah Tinggi Manajemen Informatika dan Komputer Bahrul 'Ulum Jombang,Jombang,Teknik Informatika ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1912,07 ,S1 ,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Muhammadiyah Madiun,Madiun,Ilmu Kesejahteraan Sosial ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1913,07 ,S1 ,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Muhammadiyah Madiun,Madiun,Ilmu Komunikasi ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1914,07 ,S1 ,Universitas Airlangga,Surabaya,Budidaya Perairan ,004 ,2012 ,A ,27-04-2017 ,78 hari lagi kadaluarsa 
1915,07 ,S1 ,Universitas Bakti Indonesia,Banyuwangi,Kesehatan Masyarakat ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1916,07 ,S1 ,Universitas Brawijaya,Malang,Budidaya Perairan ,004 ,2012 ,A ,27-04-2017 ,78 hari lagi kadaluarsa 
