,wilayah,strata,perguruanTinggi,kotaKab,prodi,noSK,tahunSK,peringkat,tanggalKadaluarsa,status
13284,04 ,S1 ,Institut Teknologi Bandung,Bandung,Seni Rupa ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,23-05-2020 ,masih berlaku 
13285,04 ,S1 ,Institut Teknologi Bandung,Bandung,Teknik Fisika ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,23-05-2020 ,masih berlaku 
13286,04 ,S1 ,Institut Teknologi Bandung,Bandung,Teknik Geofisika ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,23-05-2020 ,masih berlaku 
13287,04 ,S1 ,Sekolah Tinggi Ilmu Manajemen Prima Graha,Serang,Manajemen ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13288,04 ,S1 ,Sekolah Tinggi Teknologi Mandala,Bandung,Teknik Informatika ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13289,04 ,S1 ,Universitas Islam Nusantara,Bandung,Pendidikan Luar Sekolah ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13290,04 ,S1 ,Universitas Swadaya Gunung Djati,Cirebon,Pendidikan Bahasa dan Sastra Indonesia ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13291,04 ,S1 ,Sekolah Tinggi Manajemen Informatika dan Komputer Insan Pembangunan Tangerang,Tangerang,Sistem Informasi ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13292,05 ,S1 ,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,Sleman,Bahasa dan Sastra Arab ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,23-05-2020 ,masih berlaku 
13293,05 ,S1 ,Universitas PGRI Yogyakarta,Bantul,Pendidikan Sejarah ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13294,07 ,S1 ,Sekolah Tinggi Manajemen Informatika dan Komputer Asia Malang,Malang,Teknik Informatika ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13295,07 ,S1 ,Universitas Islam Kadiri,Kediri,Agroteknologi ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13296,07 ,S1 ,Universitas Maarif Hasyim Latief Sidoarjo,Sidoarjo,Teknik Mesin ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13297,07 ,S1 ,Universitas Muhammadiyah Ponorogo,Ponorogo,Manajemen ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13298,07 ,S1 ,Universitas Narotama,Surabaya,Akuntansi ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13299,07 ,S1 ,Universitas Wijaya Kusuma Surabaya,Surabaya,Akuntansi ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13300,08 ,S1 ,Universitas Katolik Widya Mandira Kupang,Kupang,Biologi ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13301,08 ,S1 ,Universitas Mahasaraswati Mataram,Mataram,Manajemen ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13302,08 ,S1 ,Universitas Nahdlatul Wathan Mataram,Mataram,Ilmu Hukum ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13303,09 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Pelita Buana,Makassar,Akuntansi ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13304,09 ,S1 ,Universitas Atma Jaya Makassar,Makassar,Teknik Informatika ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13305,09 ,S1 ,Universitas Negeri Gorontalo,Gorontalo,Bimbingan dan Konseling ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13306,09 ,S1 ,Universitas Negeri Gorontalo,Gorontalo,Pendidikan Luar Sekolah ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13307,09 ,S1 ,Universitas Negeri Makassar,Makassar,Pendidikan Kesejahteraan Keluarga ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13308,09 ,S1 ,Universitas Sulawesi Tenggara,Sulawesi,Manajemen ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13309,10 ,S1 ,Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Sumatera Barat,Padang,Bimbingan dan Konseling ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku dan telah mengajukan re-akreditasi tgl 16-01-2017 
13310,10 ,S1 ,Universitas Islam Riau,Pekanbaru,"Pendidikan Seni Drama, Tari dan Musik ",449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13311,11 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Sampit,Kotawaringin,Manajemen ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13312,12 ,S1 ,Universitas Khairun,Ternate,Sastra Indonesia ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13313,12 ,S1 ,Institut Agama Islam Negeri Ambon,Ambon,Pendidikan Agama Islam ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13314,01 ,S2 ,Sekolah Tinggi Ilmu Ekonomi Harapan,Medan,Manajemen ,350/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13315,02 ,S2 ,Universitas Bengkulu,Bengkulu,Ilmu Hukum ,350/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13316,04 ,S2 ,Institut Pertanian Bogor,Bogor,Parasitologi dan Entomologi Kesehatan ,350/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13317,05 ,S2 ,Universitas Gadjah Mada,Yogyakarta,Kajian Budaya dan Media ,350/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13318,07 ,S2 ,Universitas Narotama,Surabaya,Ilmu Hukum ,350/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13319,08 ,S2 ,Sekolah Tinggi Ilmu Ekonomi Triatma Mulya,Bali,Manajemen ,350/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku dan telah mengajukan re-akreditasi tgl 10-11-2016 
13320,06 ,S1 ,Universitas 17 Agustus 1945 Semarang,Semarang,Teknik Kimia ,505/SK/BAN-PT/Ak-SURV/S/V/2015 ,2014 ,B ,14-12-2019 ,masih berlaku 
13321,09 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Bongaya YPBUP Makassar,Makassar,Manajemen ,454/SK/BAN-PT/Ak/SURV/S/V/2015 ,2014 ,B ,14-12-2019 ,masih berlaku 
13322,06 ,Profesi ,Sekolah Tinggi Ilmu Kesehatan Cendekia Utama,Kudus,Profesi Ners ,499/SK/BAN-PT/Akred/PN/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13323,06 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Cendekia Utama,Kudus,Keperawatan ,499/SK/BAN-PT/Akred/PN/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13324,09 ,S2 ,Universitas Hasanuddin,Makassar,Ilmu Keperawatan ,510/SK/BAN-PT/Ak/SURV/M/VI/2015 ,2014 ,B ,14-11-2019 ,masih berlaku 
13325,05 ,S1 ,Universitas Muhammadiyah Yogyakarta,Bantul,Teknik Elektro ,509/SK/BAN-PT/Ak-SURV/S/VI/2015 ,2014 ,B ,14-12-2019 ,masih berlaku 
13326,02 ,S1 ,Universitas Sriwijaya,Palembang,Ilmu Hama dan Penyakit Tumbuhan ,508/SK/BAN-PT/Ak-SURV/S/VI/2015 ,2014 ,A ,14-12-2019 ,masih berlaku 
13327,01 ,S1 ,Institut Teknologi Del,Toba,Sistem Informasi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13328,01 ,S1 ,Institut Teknologi Del,Toba,Teknik Informatika ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13329,01 ,S1 ,Sekolah Tinggi Agama Kristen Protestan Negeri Tarutung,Tarutung,Musik Gereja ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13330,01 ,S1 ,Sekolah Tinggi Manajemen Informatika dan Komputer IBBI,Medan,Sistem Informasi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13331,01 ,S1 ,Sekolah Tinggi Teologi Misi William Carey,Medan,Teologi (Akademik) ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13332,01 ,S1 ,Sekolah Tinggi Teologi Pelita Kebenaran,Medan,Misiologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13333,01 ,S1 ,Universitas Islam Sumatera Utara,Medan,Sastra Inggris ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13334,01 ,S1 ,Universitas Medan Area,Medan,Teknik Industri ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13335,01 ,S1 ,Universitas Muhammadiyah Sumatera Utara,Medan,Pendidikan Agama Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13336,01 ,S1 ,Universitas Sumatera Utara,Medan,Sastra Arab ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13337,02 ,S1 ,Institut Agama Islam Negeri Bengkulu,Bengkulu,Ilmu Al-Qur`an dan Tafsir ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13338,02 ,S1 ,Sekolah Tinggi Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,Bangka,Komunikasi dan Penyiaran Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13339,02 ,S1 ,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kumala Lampung,Metro,Pendidikan Guru Pendidikan Anak Usia Dini ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13340,02 ,S1 ,Sekolah Tinggi Teologi Syalom Bandar Lampung,Pringsewu,Pendidikan Agama Kristen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13341,02 ,S1 ,Sekolah Tinggi Teologi Syalom Bandar Lampung,Pringsewu,Teologi/Kependetaan ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13342,02 ,S1 ,Universitas Bandar Lampung,Bandar,Teknik Mesin ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13343,02 ,S1 ,Universitas Bengkulu,Bengkulu,Teknik Elektro ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13344,02 ,S1 ,Universitas Muhammadiyah Palembang,Palembang,Pendidikan Biologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13345,03 ,S1 ,Sekolah Tinggi Agama Islam Nahdlatul Ulama Jakarta,Jakarta,Pendidikan Agama Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13346,03 ,S1 ,Sekolah Tinggi Filsafat Driyarkara,Jakarta,Ilmu Teologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13347,03 ,S1 ,Universitas Ibnu Chaldun Jakarta,Jakarta,Ilmu Hukum ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13348,03 ,S1 ,Universitas Islam As-Syafi'iyah,Jakarta,Manajemen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13349,04 ,S1 ,Sekolah Tinggi Agama Islam Al Masthuriyah Sukabumi,Jawa,Pendidikan Agama Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13350,04 ,S1 ,Sekolah Tinggi Agama Islam PUI Majalengka,Majalengka,Pendidikan Guru Raudhatul Athfal ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13351,04 ,S1 ,Sekolah Tinggi Bahasa Asing Buddhi,Tangerang,Sastra Inggris ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13352,04 ,S1 ,Sekolah Tinggi Ilmu Ekonomi ISM,Tangerang,Manajemen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13353,04 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Bina Permata Medika,Tangerang,Keperawatan ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13354,04 ,S1 ,Sekolah Tinggi Teologi Kadesi Bogor,Bogor,Teologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13355,04 ,S1 ,Universitas Surya Bogor,Tangerang,Biologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13356,04 ,S1 ,Universitas Surya Bogor,Tangerang,Ekonomi Pembangunan ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13357,05 ,S1 ,Sekolah Tinggi Agama Islam Yogyakarta Wonosari,Yogyakarta,Pendidikan Agama Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13358,05 ,S1 ,Sekolah Tinggi Psikologi Yogyakarta,Sleman,Psikologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13359,05 ,S1 ,Universitas Islam Indonesia,Sleman,Pendidikan Agama Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13360,06 ,S1 ,Institut Keguruan dan Ilmu Pendidikan Veteran Jawa Tengah,Semarang,Pendidikan Guru Pendidikan Anak Usia Dini ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13361,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri Kudus,Kudus,Ekonomi Syariah ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13362,06 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Rajawali,Purworejo,Manajemen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13363,06 ,S1 ,Universitas Katolik Soegijapranata,Semarang,Psikologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13364,06 ,S1 ,Universitas Negeri Semarang,Semarang,Pendidikan Teknik Mesin ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13365,06 ,S1 ,Universitas Wijaya Kusuma Purwokerto,Banyumas,Teknik Sipil ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13366,07 ,S1 ,Institut Agama Islam Pangeran Diponegoro Nganjuk,Nganjuk,Ilmu Al Qur`an dan Tafsir ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13367,07 ,S1 ,Institut Agama Islam Syarifuddin Wonorejo Lumajang,Lumajang,Manajemen Dakwah ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13368,07 ,S1 ,Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep,Sumenep,Bimbingan dan Penyuluhan Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13369,07 ,S1 ,Sekolah Tinggi Agama Islam Qomaruddin Gresik,Gresik,Manajemen Pendidikan Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13370,07 ,S1 ,Sekolah Tinggi Agama Islam Syaichona Moh. Cholil Bangkalan,Bangkalan,Ekonomi Syari`ah ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13371,07 ,S1 ,Universitas Muhammadiyah Malang,Malang,Teknik Industri ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13372,07 ,S1 ,Universitas Negeri Surabaya,Surabaya,Kimia ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13373,07 ,S1 ,Universitas Negeri Surabaya,Surabaya,Matematika ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13374,07 ,S1 ,Universitas Negeri Surabaya,Surabaya,Pendidikan Matematika ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13375,07 ,S1 ,Universitas Sunan Giri Surabaya,Sidoarjo,Ahwal Al-Syakhshiyah ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13376,07 ,S1 ,Universitas Widya Gama,Malang,Teknik Industri ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13377,08 ,S1 ,Institut Keguruan dan Ilmu Pendidikan Muhammadiyah Maumere,Sikka,Pendidikan Biologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13378,08 ,S1 ,Universitas Muhammadiyah Mataram,Mataram,Ilmu Hukum ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13379,08 ,S1 ,Universitas Muhammadiyah Mataram,Mataram,Perencanaan Wilayah dan Kota ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13380,08 ,S1 ,Universitas Nusa Cendana,Kupang,"Pendidikan Jasmani, Kesehatan dan Rekreasi ",502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku dan telah mengajukan re-akreditasi tgl 28-10-2016 
13381,09 ,S1 ,Institut Agama Islam Negeri Sultan Amai Gorontalo,Gorontalo,Manajemen Pendidikan Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13382,09 ,S1 ,Sekolah Tinggi Agama Islam Muhammadiyah Sinjai,Sinjai,Ekonomi Syari`ah ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13383,09 ,S1 ,Universitas Cokroaminoto Palopo,Palopo,Fisika ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku dan telah mengajukan re-akreditasi tgl 17-01-2017 
13384,09 ,S1 ,Universitas Halu Oleo,Kendari,Ilmu Lingkungan ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13385,09 ,S1 ,Universitas Halu Oleo,Kendari,Pendidikan Geografi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13386,09 ,S1 ,Universitas Hasanuddin,Makassar,Teknik Sistem Perkapalan ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13387,09 ,S1 ,Universitas Islam Negeri Alauddin Makassar,Makassar,Ilmu Hukum ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13388,09 ,S1 ,Universitas Islam Negeri Alauddin Makassar,Makassar,Manajemen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13389,09 ,S1 ,Universitas Muhammadiyah Makassar,Makassar,Pendidikan Bahasa Arab ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13390,09 ,S1 ,Universitas Muhammadiyah Pare-Pare,Pare-Pare,Perbankan Syariah ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13391,09 ,S1 ,Universitas Tadulako,Palu,Statistik ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13392,10 ,S1 ,Sekolah Tinggi Agama Islam Negeri Sjech M. Djamil Djambek,Bukittinggi,Jinayah Siyasah ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13393,10 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Bangkinang,Kampar,Manajemen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13394,10 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Pasaman,Pasaman,Manajemen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13395,10 ,S1 ,Universitas Putra Indonesia YPTK Padang,Padang,Psikologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13396,10 ,S1 ,Universitas Riau,Pekanbaru,Ilmu Pemerintahan ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13397,11 ,S1 ,Institut Agama Islam Negeri Antasari Banjarmasin,Banjarmasin,Pendidikan Guru Madrasah Ibtidaiyah ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13398,11 ,S1 ,Institut Kristen Borneo,Balikpapan,Pendidikan Agama Kristen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13399,11 ,S1 ,Sekolah Tinggi Agama Islam Negeri Palangka Raya,Palangka,Ekonomi Syariah ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13400,11 ,S1 ,Sekolah Tinggi Agama Islam Negeri Samarinda,Samarinda,Manajemen Pendidikan Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13401,11 ,S1 ,Sekolah Tinggi Agama Islam Negeri Samarinda,Samarinda,Pendidikan Agama Islam ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13402,11 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Husada Borneo,Banjarbaru,Gizi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13403,11 ,S1 ,Sekolah Tinggi Teologi Berea Ansang,Landak,Pendidikan Agama Kristen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13404,11 ,S1 ,Universitas Lambung Mangkurat,Banjarmasin,Psikologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13405,11 ,S1 ,Universitas PGRI Palangka Raya,Palangka,Sosiologi ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13406,12 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Maluku Husada,Seram,Kesehatan Masyarakat ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13407,12 ,S1 ,Universitas Muhammadiyah Maluku Utara,Ternate,Ilmu Hukum ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13408,12 ,S1 ,Universitas Pasifik Morotai,Morotai,Ilmu Administrasi Negara ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13409,13 ,S1 ,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Usman Safri Kutacane,Aceh,Pendidikan Bahasa Inggris ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13410,14 ,S1 ,Sekolah Tinggi Teologi Russel Timika,Papua,Pendidikan Agama Kristen ,502/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13411,03 ,S2 ,Universitas Tama Jagakarsa,Jakarta,Manajemen ,513/SK/BAN-PT/Akred/M/VI/2015 ,2014 ,C ,02-05-2019 ,masih berlaku 
13412,01 ,D3,Akademi Pariwisata Medan,Medan,Manajemen Perencanaan dan Pemasaran Pariwisata ,500/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13413,01 ,D3,Politeknik Teknologi Kimia Industri,Medan,Teknik Mekanika ,500/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13414,02 ,D3,Politeknik Kesehatan Kemenkes Palembang,Palembang,Analis Kesehatan ,500/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13415,03 ,D3,Akademi Teknologi Grafika Indonesia Jakarta,Jakarta,Teknik Grafis ,500/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13416,03 ,D3,Sekolah Tinggi Manajemen Informatika dan Komputer Jayakarta,Jakarta,Manajemen Informatika ,500/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13417,03 ,D3,Universitas Sahid,Jakarta,Hubungan Masyarakat ,500/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13418,04 ,D3,Universitas Putra Indonesia,Cianjur,Manajemen Informatika ,500/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13419,05 ,D3,Politeknik API Yogyakarta,Yogyakarta,Bina Wisata ,500/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13420,05 ,D3,Universitas Gadjah Mada,Yogyakarta,Kearsipan ,500/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
